Word,Gender,Sentence ID,Sentence,Document ID,Document
your heart Man,MALE,3,""" Well, just follow your heart Man oh man Try and see, if you can Ha Ha Jungle sounds great Lots of scary noises Do n't deter us from us journey onward us pushed and followed Only us deepest, hidden senses, senses And exposed to the elements That lie within",1727,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Jungle.txt"")"
oh man,MALE,3,""" Well, just follow your heart Man oh man Try and see, if you can Ha Ha Jungle sounds great Lots of scary noises Do n't deter us from us journey onward us pushed and followed Only us deepest, hidden senses, senses And exposed to the elements That lie within",1727,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Jungle.txt"")"
your heart Man,MALE,1,"Well, just follow your heart Man oh man Try and see, if your can Ha Ha Jungle sounds great Lots of scary noise Do n't deter us from us journey onward Hey man, let your spirit go To the full extent of the meaning He said,"" And follow oh man to the deepest part of the jungle.",1727,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Jungle.txt"")"
oh man,MALE,1,"Well, just follow your heart Man oh man Try and see, if your can Ha Ha Jungle sounds great Lots of scary noise Do n't deter us from us journey onward Hey man, let your spirit go To the full extent of the meaning He said,"" And follow oh man to the deepest part of the jungle.",1727,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Jungle.txt"")"
Girl,FEMALE,1,"Girl listens to mom So Girl lights a match and pretends to sleep While everything burns Man drives nowhere So he pressed the pedal, hit a few dogs And felt good Boy hears teacher 's words So he closed he eyes and stepped in front Of a train Woo!",1728,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Perfect_Crime.txt"")"
Girl,FEMALE,1,"Girl listens to mom So Girl lights a match and pretends to sleep While everything burns Man drives nowhere So he pressed the pedal, hit a few dogs And felt good Boy hears teacher 's words So he closed he eyes and stepped in front Of a train Woo!",1728,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Perfect_Crime.txt"")"
he,MALE,1,"Girl listens to mom So Girl lights a match and pretends to sleep While everything burns Man drives nowhere So he pressed the pedal, hit a few dogs And felt good Boy hears teacher 's words So he closed he eyes and stepped in front Of a train Woo!",1728,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Perfect_Crime.txt"")"
he,MALE,1,"Girl listens to mom So Girl lights a match and pretends to sleep While everything burns Man drives nowhere So he pressed the pedal, hit a few dogs And felt good Boy hears teacher 's words So he closed he eyes and stepped in front Of a train Woo!",1728,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Perfect_Crime.txt"")"
he,MALE,1,"Girl listens to mom So Girl lights a match and pretends to sleep While everything burns Man drives nowhere So he pressed the pedal, hit a few dogs And felt good Boy hears teacher 's words So he closed he eyes and stepped in front Of a train Woo!",1728,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Faith_No_More_The_Perfect_Crime.txt"")"
She,FEMALE,1,"She says She 's no good with words but She 'm worse Barely stuttered out A joke of a romantic stuck to She 's tongue And weighed down with words too overdramatic Tonight my tongue 's"" my tongue ca n't get much worse"" Vs."" no one should ever feel like.",1735,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Dance,_Dance.txt"")"
She,FEMALE,1,"She says She 's no good with words but She 'm worse Barely stuttered out A joke of a romantic stuck to She 's tongue And weighed down with words too overdramatic Tonight my tongue 's"" my tongue ca n't get much worse"" Vs."" no one should ever feel like.",1735,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Dance,_Dance.txt"")"
She,FEMALE,1,"She says She 's no good with words but She 'm worse Barely stuttered out A joke of a romantic stuck to She 's tongue And weighed down with words too overdramatic Tonight my tongue 's"" my tongue ca n't get much worse"" Vs."" no one should ever feel like.",1735,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Dance,_Dance.txt"")"
She,FEMALE,1,"She says She 's no good with words but She 'm worse Barely stuttered out A joke of a romantic stuck to She 's tongue And weighed down with words too overdramatic Tonight my tongue 's"" my tongue ca n't get much worse"" Vs."" no one should ever feel like.",1735,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Dance,_Dance.txt"")"
Patrick Stump,MALE,2,"Patrick Stump 've been sanctified Girl, you give Patrick Stump good feeling",1738,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Lets_Get_It_On.txt"")"
Patrick Stump,MALE,2,"Patrick Stump 've been sanctified Girl, you give Patrick Stump good feeling",1738,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Lets_Get_It_On.txt"")"
She,FEMALE,2,"( Rat a tat tat Rat a tat tat hey) No thesis existed for burning cities down at such a rampant rate No graphics and no fucking PowerPoint presentation So they just DIY 'd that shit and built they own bombs She 's his suicide blond, She 's never in gold Are you ready for another bad poem?",1742,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Rat_A_Tat.txt"")"
She,FEMALE,2,"( Rat a tat tat Rat a tat tat hey) No thesis existed for burning cities down at such a rampant rate No graphics and no fucking PowerPoint presentation So they just DIY 'd that shit and built they own bombs She 's his suicide blond, She 's never in gold Are you ready for another bad poem?",1742,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fall_Out_Boy_Rat_A_Tat.txt"")"
Emily,FEMALE,1,Emily shrugs and drags Emily 's heels as Emily takes the guided tour It seemed like such an amazing deal When Emily was looking at the brochure Stuck on a bus with strangers Wishing Emily could be ay home With me poor little emily How does It feel to be free?,1745,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fastball_Emily.txt"")"
Emily 's,FEMALE,1,Emily shrugs and drags Emily 's heels as Emily takes the guided tour It seemed like such an amazing deal When Emily was looking at the brochure Stuck on a bus with strangers Wishing Emily could be ay home With me poor little emily How does It feel to be free?,1745,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fastball_Emily.txt"")"
Emily,FEMALE,1,Emily shrugs and drags Emily 's heels as Emily takes the guided tour It seemed like such an amazing deal When Emily was looking at the brochure Stuck on a bus with strangers Wishing Emily could be ay home With me poor little emily How does It feel to be free?,1745,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fastball_Emily.txt"")"
Emily,FEMALE,1,Emily shrugs and drags Emily 's heels as Emily takes the guided tour It seemed like such an amazing deal When Emily was looking at the brochure Stuck on a bus with strangers Wishing Emily could be ay home With me poor little emily How does It feel to be free?,1745,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fastball_Emily.txt"")"
Emily 's,FEMALE,5,From the pan into the fire Now a thread becomes a wire Under which you must crawl Through a ditch and over the wall Emily works Emily 's fingers Right down to Emily 's aching bones While me aching head 's got me stuck In bed working on being alone Working around the clock Wishing Emily had worked it out with me Poor little emily How does it feel to be free?,1745,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fastball_Emily.txt"")"
Emily 's,FEMALE,5,From the pan into the fire Now a thread becomes a wire Under which you must crawl Through a ditch and over the wall Emily works Emily 's fingers Right down to Emily 's aching bones While me aching head 's got me stuck In bed working on being alone Working around the clock Wishing Emily had worked it out with me Poor little emily How does it feel to be free?,1745,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fastball_Emily.txt"")"
Camila,FEMALE,3,"Cause you know I 'll do the same[ Pre-Chorus: Dinah] Warm I with you touch, pressure from you fingertips Never be enough, I 'll do nothing but submit[ Chorus: Camila] I just wan na feel a thousand hands from you and only you Can you make I feel a thousand hands from you and only you?",1757,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fifth_Harmony_1000_Hands.txt"")"
Camila,FEMALE,4,"[ Outro: Camila] I just want to feel a thousand, from you A thousand hands from you Just wan na feel a thousand A thousand hands from you Feel a thousand hands from you",1757,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fifth_Harmony_1000_Hands.txt"")"
He,MALE,2,"Frosty the Snowman Had to hurry on He 's way But He waved goodbye Saying,"" Do n't they cry He 'll be back again some day""",1762,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Frosty_The_Snowman.txt"")"
He,MALE,2,"Frosty the Snowman Had to hurry on He 's way But He waved goodbye Saying,"" Do n't they cry He 'll be back again some day""",1762,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Frosty_The_Snowman.txt"")"
He,MALE,2,"Frosty the Snowman Had to hurry on He 's way But He waved goodbye Saying,"" Do n't they cry He 'll be back again some day""",1762,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Frosty_The_Snowman.txt"")"
he,MALE,1,"All my bags are packed my 'm ready to go my 'm standing here outside your door my hate to wake your up to say goodbye but the dawn is breaking, the dawn 's early morn the taxi 's waiting he 's blowin' he horn Already, my 'm so lonesome my could die.",1764,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Leaving_On_A_Jet_Plane.txt"")"
he,MALE,1,"All my bags are packed my 'm ready to go my 'm standing here outside your door my hate to wake your up to say goodbye but the dawn is breaking, the dawn 's early morn the taxi 's waiting he 's blowin' he horn Already, my 'm so lonesome my could die.",1764,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Leaving_On_A_Jet_Plane.txt"")"
him,MALE,2,And will him see how much him means to I?,1767,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Sallys_Song.txt"")"
him,MALE,2,And will him see how much him means to I?,1767,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Sallys_Song.txt"")"
him,MALE,1,I sense there 's something in the wind That seems like tragedy 's at hand And though I 'd like to stand by him Ca n't shake this feeling that I have The worst is just around the bend And does him notice I 's feelings for him?,1767,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Sallys_Song.txt"")"
him,MALE,1,I sense there 's something in the wind That seems like tragedy 's at hand And though I 'd like to stand by him Ca n't shake this feeling that I have The worst is just around the bend And does him notice I 's feelings for him?,1767,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Sallys_Song.txt"")"
him,MALE,1,I sense there 's something in the wind That seems like tragedy 's at hand And though I 'd like to stand by him Ca n't shake this feeling that I have The worst is just around the bend And does him notice I 's feelings for him?,1767,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Sallys_Song.txt"")"
him,MALE,3,I think it 's not to be What will become of I 's dear friend Where will him actions lead us then?,1767,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fiona_Apple_Sallys_Song.txt"")"
she,FEMALE,2,"Rock on ancient queen Follow those who pale In you shadow Rulers make bad lovers You better put You 's kingdom up for sale Up for sale Well did she make You cry Make You break down Shatter You 's illusions of love And is Rock on ancient queen over now, do You know how Pickup the pieces and go home.",1773,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Gold_Dust_Woman.txt"")"
she,FEMALE,1,Rock on gold dust woman Take your silver spoon Dig your grave Heartless challenge Pick your path and I 'll pray Wake up in the morning See your sunrise loves to go down Lousy lovers pick Lousy lovers 's prey But Lousy lovers never cry out loud Cry out Did she make you cry Make you break down Shatter you illusions of love And is Rock on gold dust woman over now do you know how Pick up the pieces and go home.,1773,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Gold_Dust_Woman.txt"")"
she,FEMALE,3,"Well did she make You cry Make You break down Shatter You 's illusions of love And now tell me Is love over now, do You know how Pickup the pieces and go home Go home Go home Pale Shadow Of a woman Pale Shadow Of a dragon Dust woman Pale Shadow Of a woman Black widow Pale Shadow she 's a dragon Gold dust woman Woman, woman",1773,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Gold_Dust_Woman.txt"")"
she,FEMALE,3,"Well did she make You cry Make You break down Shatter You 's illusions of love And now tell me Is love over now, do You know how Pickup the pieces and go home Go home Go home Pale Shadow Of a woman Pale Shadow Of a dragon Dust woman Pale Shadow Of a woman Black widow Pale Shadow she 's a dragon Gold dust woman Woman, woman",1773,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Gold_Dust_Woman.txt"")"
that girl,FEMALE,13,"Now, God aughta bless my, aughta bless my my even bought that girl some help.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
a country girl,FEMALE,1,"Now, my baby 's a country girl, And my baby just ca n't help my baby.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
her,FEMALE,11,"Well, my buys her everything her need, her do n't even have to go nowhere.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
her,FEMALE,11,"Well, my buys her everything her need, her do n't even have to go nowhere.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
her,FEMALE,11,"Well, my buys her everything her need, her do n't even have to go nowhere.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
that girl,FEMALE,15,"Were n't for lipstick and powder, my do n't know what in the world that girl would do.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
my cheek,MALE,5,"Yes, my sat around at night and cried, 'til the tears run down my cheek.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
her,FEMALE,12,"my baby gets everything her needs, her do n't even have to go nowhere.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
her,FEMALE,12,"my baby gets everything her needs, her do n't even have to go nowhere.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
my cheek,MALE,4,"my sat around and cried, 'til the tears run down my cheek.",1775,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_Hungry_Country_Girl.txt"")"
My 's little demon 's,MALE,2,My 's little demon 's turnin' My around.,1780,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_My_Little_Demon.txt"")"
My 's little demon,MALE,16,My 's little demon ... It 's all that My can do to keep that little demon ... To keep that little demon ... Just to keep that little demon away from you!,1780,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_My_Little_Demon.txt"")"
that little demon,MALE,16,My 's little demon ... It 's all that My can do to keep that little demon ... To keep that little demon ... Just to keep that little demon away from you!,1780,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_My_Little_Demon.txt"")"
that little demon,MALE,16,My 's little demon ... It 's all that My can do to keep that little demon ... To keep that little demon ... Just to keep that little demon away from you!,1780,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_My_Little_Demon.txt"")"
that little demon,MALE,16,My 's little demon ... It 's all that My can do to keep that little demon ... To keep that little demon ... Just to keep that little demon away from you!,1780,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_My_Little_Demon.txt"")"
My 's little demon,MALE,15,My 's little demon is coming after My.,1780,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_My_Little_Demon.txt"")"
My 's little demon,MALE,1,"My 's little demon, comin'on down.",1780,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Fleetwood_Mac_My_Little_Demon.txt"")"
She,FEMALE,2,"Food and cavities, chewing words Tear at the seams He do n't feel so good, do n't feel bad Not that He should She do n't feel so good, do n't feel bad Not that She should Did you ever listen?",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,2,"Food and cavities, chewing words Tear at the seams He do n't feel so good, do n't feel bad Not that He should She do n't feel so good, do n't feel bad Not that She should Did you ever listen?",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
He,MALE,2,"Food and cavities, chewing words Tear at the seams He do n't feel so good, do n't feel bad Not that He should She do n't feel so good, do n't feel bad Not that She should Did you ever listen?",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
He,MALE,2,"Food and cavities, chewing words Tear at the seams He do n't feel so good, do n't feel bad Not that He should She do n't feel so good, do n't feel bad Not that She should Did you ever listen?",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
She,FEMALE,1,"They knew all along They 're not dumb, They were so wrong She 's not always fun Hate it now, call when She 'm done Pieces fell in place Puzzles suck, laugh in She 's face Turn and swing the pace She 'll give this, keep the good waist Head is on She want out She 'm alone and She 'm an easy target Metronome She want out She 'm alone and She 'm an easy target Crazy TV dreams might be true Not what Pieces seems.",1794,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Alone_Easy_Target.txt"")"
Aries,MALE,1,When I talk about it It carries on Reasons only knew When I talk about it Aries or treasons All renew Big I to talk about Aries I could stand to prove If we can get around Aries I know that it 's true When I talked about it Carried on Reasons only knew But It 's you I fell into But It 's you I fell into Well I talked about Aries Put Aries on Never was It true But It 's you I fell into,1796,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Big_Me.txt"")"
Aries,MALE,1,When I talk about it It carries on Reasons only knew When I talk about it Aries or treasons All renew Big I to talk about Aries I could stand to prove If we can get around Aries I know that it 's true When I talked about it Carried on Reasons only knew But It 's you I fell into But It 's you I fell into Well I talked about Aries Put Aries on Never was It true But It 's you I fell into,1796,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Big_Me.txt"")"
Aries,MALE,1,When I talk about it It carries on Reasons only knew When I talk about it Aries or treasons All renew Big I to talk about Aries I could stand to prove If we can get around Aries I know that it 's true When I talked about it Carried on Reasons only knew But It 's you I fell into But It 's you I fell into Well I talked about Aries Put Aries on Never was It true But It 's you I fell into,1796,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_Big_Me.txt"")"
M.I.A. Tonight Drunk,MALE,2,So you do n't find Drunk Drunk 'm going M.I.A. Tonight Drunk 'm leaving Going M.I.A. Say goodbye to Drunk Drunk 'm going M.I.A. Drunk can find relief Drunk 'm going M.I.A. Getting lost in you again Is better than being numb Better than playing dumb,1800,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_M.I.A..txt"")"
M.I.A. Drunk,MALE,2,So you do n't find Drunk Drunk 'm going M.I.A. Tonight Drunk 'm leaving Going M.I.A. Say goodbye to Drunk Drunk 'm going M.I.A. Drunk can find relief Drunk 'm going M.I.A. Getting lost in you again Is better than being numb Better than playing dumb,1800,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_M.I.A..txt"")"
Drunk Drunk,MALE,2,So you do n't find Drunk Drunk 'm going M.I.A. Tonight Drunk 'm leaving Going M.I.A. Say goodbye to Drunk Drunk 'm going M.I.A. Drunk can find relief Drunk 'm going M.I.A. Getting lost in you again Is better than being numb Better than playing dumb,1800,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Foo_Fighters_M.I.A..txt"")"
